model,t0_s,n_over_p_initial,p_over_n_initial,t_s,T9,T_K,rho_g_cm3,eta,eta10,baryon_sum,Y_n,X_n,Y_H1,X_H1,Y_H2,X_H2,Y_H3,X_H3,Y_He3,X_He3,Y_He4,X_He4,Y_Li7,X_Li7,Y_Be7,X_Be7,D/H,T/H,He3/H,Li7/H,Be7/H,Li7_plus_Be7_over_H
t0_50s,50.0,0.14285714285714285,7.0,100000.0,0.0010151490812701823,1015149.0812701824,3.9551791146068833e-07,0.011226894198792364,112268941.98792364,1.0000000000000593,2.9018178817858866e-30,2.9018178817858866e-30,0.7500996357806079,0.7500996357806079,3.726754736264682e-09,7.453509472529364e-09,1.2712312108697696e-13,3.813693632609309e-13,3.947705474959438e-06,1.1843116424878315e-05,0.06247200411278543,0.24988801645114173,9.691479031939916e-17,6.784035322357941e-16,7.102828475671113e-08,4.971979932969779e-07,4.968346281606112e-09,1.6947498042001239e-13,5.262908134665564e-06,1.2920255616247918e-16,9.469180008705638e-08,9.469180021625893e-08
t0_10s,10.0,0.2,5.0,100000.0,0.0010151490812701823,1015149.0812701824,3.9551791146068833e-07,0.011226894198792364,112268941.98792364,0.9999999999999961,8.804852898604672e-50,8.804852898604672e-50,0.6666709418946439,0.6666709418946439,2.646430463024109e-19,5.292860926048218e-19,4.6716861642933166e-20,1.401505849287995e-19,2.8396974892903953e-06,8.519092467871185e-06,0.08332796651515915,0.3333118660606366,8.023798306416077e-17,5.616658814491254e-16,1.2389931781518776e-06,8.672952247063143e-06,3.9696202379889125e-19,7.007484308550526e-20,4.259518918313919e-06,1.2035620277093316e-16,1.858477849103073e-06,1.8584778492234292e-06
