model,t0_s,n_over_p_initial,p_over_n_initial,t_s,T9,T_K,rho_g_cm3,eta,eta10,baryon_sum,Y_n,X_n,Y_H1,X_H1,Y_H2,X_H2,Y_H3,X_H3,Y_He3,X_He3,Y_He4,X_He4,Y_Li7,X_Li7,Y_Be7,X_Be7,D/H,T/H,He3/H,Li7/H,Be7/H,Li7_plus_Be7_over_H
t0_10s,10.0,0.2,5.0,10.0,2.641099968944984,2641099968.944984,0.0033695251662020464,5.431216760876871e-09,54.31216760876871,1.0,0.16666666666666669,0.16666666666666669,0.8333333333333334,0.8333333333333334,1.0000000000000002e-27,2.0000000000000004e-27,9.733197333664975e-56,2.9199592000994926e-55,2.569918690492155e-55,7.709756071476465e-55,5.837054865210145e-85,2.334821946084058e-84,0.0,0.0,0.0,0.0,1.2000000000000002e-27,1.167983680039797e-55,3.0839024285905857e-55,0.0,0.0,0.0
t0_10s,10.0,0.2,5.0,10.132636445976988,2.6309508432245026,2630950843.2245026,0.0032961892036449916,5.37473285570263e-09,53.74732855702629,1.0000000000000018,0.0007345343487274428,0.0007345343487274428,0.6674410917571042,0.6674410917571042,0.0003808647422323984,0.0007617294844647968,3.815003704344451e-05,0.00011445011113033352,6.569029700463316e-06,1.970708910138995e-05,0.08273211717321523,0.3309284686928609,2.5566720625434626e-09,1.7896704437804238e-08,8.855831525105207e-11,6.199082067573645e-10,0.0005706342431355771,5.715865791692686e-05,9.842111583465292e-06,3.830558373043488e-09,1.3268334291182704e-10,3.9632417159553146e-09
t0_10s,10.0,0.2,5.0,10.26703213463412,2.620874409477542,2620874409.477542,0.0032243397323185,5.318450429678522e-09,53.18450429678522,1.000000000000002,8.597957010335202e-06,8.597957010335202e-06,0.6666804105608867,0.6666804105608867,5.165350694860055e-05,0.0001033070138972011,3.7810459750306176e-06,1.1343137925091852e-05,6.983783729610418e-06,2.0951351188831254e-05,0.0832938386881754,0.3331753547527016,3.0615587818970474e-10,2.143091147327933e-09,4.726185876577501e-09,3.3083301136042503e-08,7.747866313507518e-05,5.671452040790543e-06,1.0475459634001953e-05,4.592243499882229e-10,7.089132666432033e-09,7.548357016420255e-09
t0_10s,10.0,0.2,5.0,10.403210399941054,2.6108695544680534,2610869554.4680533,0.003153950407804545,5.262381027130634e-09,52.62381027130634,1.0000000000000018,4.2516619894338084e-07,4.2516619894338084e-07,0.666669642434716,0.666669642434716,1.4537161752914384e-05,2.9074323505828767e-05,5.813808312344125e-07,1.7441424937032375e-06,6.36059460654929e-06,1.9081783819647868e-05,0.08331996578162953,0.33327986312651814,5.234172504756042e-11,3.6639207533292293e-10,2.409376537092463e-08,1.6865635759647242e-07,2.180564529655772e-05,8.720673542463643e-07,9.540849322792067e-06,7.851223712003056e-11,3.614048673782836e-08,3.621899897494839e-08
t0_10s,10.0,0.2,5.0,10.541194885360959,2.600935178560418,2600935178.5604177,0.0030849952327574744,5.2065358495169025e-09,52.06535849516902,1.0000000000000027,5.0091452546199515e-08,5.0091452546199515e-08,0.6666692302936538,0.6666692302936538,5.754366030852684e-06,1.1508732061705367e-05,1.1986991160958033e-07,3.59609734828741e-07,5.910074445384731e-06,1.773022333615419e-05,0.08332519242621823,0.33330076970487293,1.1337112701042311e-11,7.935978890729617e-11,5.0180790129154774e-08,3.512655309040834e-07,8.63151585429855e-06,1.7980417598811355e-07,8.865077577948914e-06,1.7005603657526763e-11,7.527089574398266e-08,7.528790134764018e-08
t0_10s,10.0,0.2,5.0,10.681009547955467,2.591070195518658,2591070195.5186577,0.003017448556100619,5.150925757248283e-09,51.50925757248283,1.0000000000000024,8.672041508136392e-09,8.672041508136392e-09,0.6666693212809222,0.6666693212809222,2.6061176949926116e-06,5.212235389985223e-06,2.799539330007329e-08,8.398617990021988e-08,5.657601154348393e-06,1.697280346304518e-05,0.08332696310027182,0.3333078524010873,2.774442401171631e-12,1.9421096808201417e-11,7.837164250278006e-08,5.486014975194605e-07,3.909160976517234e-06,4.199292273759294e-08,8.486367939472625e-06,4.161647030406146e-12,1.1755699565145536e-07,1.1756115729848577e-07
t0_10s,10.0,0.2,5.0,10.822678662544178,2.5812735323096487,2581273532.3096485,0.0029512850720843048,5.095561271725405e-09,50.95561271725405,1.0000000000000022,1.829236770413086e-09,1.829236770413086e-09,0.6666694202190174,0.6666694202190174,1.256961844121467e-06,2.513923688242934e-06,6.945839138328066e-09,2.0837517414984198e-08,5.501681323377997e-06,1.650504397013399e-05,0.08332769647973143,0.3333107859189257,7.265249026993682e-13,5.085674318895578e-12,1.0746036584768386e-07,7.522225609337871e-07,1.8854349787163237e-06,1.0418715674773542e-08,8.252487899580812e-06,1.0897828528878477e-12,1.611898830043539e-07,1.611909727872068e-07
t0_10s,10.0,0.2,5.0,10.966226825919263,2.571544128910261,2571544128.910261,0.0028864798192105084,5.040452577582267e-09,50.40452577582267,1.0000000000000027,4.317278615284412e-10,4.317278615284412e-10,0.6666694945893175,0.6666694945893175,6.276984229924331e-07,1.2553968459848661e-06,1.7889077462715393e-09,5.366723238814618e-09,5.391400682149735e-06,1.6174202046449207e-05,0.08332802807489746,0.33331211229958985,1.9868159367868488e-13,1.3907711557507943e-12,1.3681605156216086e-07,9.57712360935126e-07,9.415436405697677e-07,2.6833502369469364e-09,8.087066718825874e-06,2.980211263469869e-13,2.052232068102088e-07,2.0522350483133514e-07
t0_10s,10.0,0.2,5.0,11.111678961116002,2.561880938118369,2561880938.118369,0.002823008179029323,4.985609525128609e-09,49.85609525128609,1.000000000000002,1.0915293088105504e-10,1.0915293088105504e-10,0.6666695517061108,0.6666695517061108,3.2055931716823797e-07,6.411186343364759e-07,4.740307427443643e-10,1.4220922282330928e-09,5.3034732615837315e-06,1.5910419784751195e-05,0.0833281833249268,0.3333127332997072,5.605299398737602e-14,3.9237095791163214e-13,1.6598916109288046e-07,1.1619241276501632e-06,4.80836894902245e-07,7.110430370357339e-10,7.955175465883091e-06,8.407912712366676e-14,2.4898266415211026e-07,2.4898274823123736e-07
t0_10s,10.0,0.2,5.0,11.259060321739973,2.5522829253676256,2552282925.3676257,0.00276084587481214,4.9310416329825205e-09,49.3104163298252,1.000000000000002,2.889694271914572e-11,2.889694271914572e-11,0.6666695989004674,0.6666695989004674,1.6643988138893026e-07,3.328797627778605e-07,1.287543267354858e-10,3.862629802064574e-10,5.227173933376047e-06,1.568152180012814e-05,0.08332825590065904,0.33331302360263615,1.6207815442590862e-14,1.1345470809813604e-13,1.9466858031792372e-07,1.3626800622254662e-06,2.4965872399677164e-07,1.9313064064694002e-10,7.840726413799551e-06,2.431161623287199e-14,2.920015861515044e-07,2.9200161046312065e-07
