t_s,T9_assignment_interp,T_K_assignment_interp,rho_g_cm3_assignment_interp,eta,eta10,T9_radiation_fit_T9_200s_eq_1
10.0,3.1476891268922293,3147689126.8922296,0.0028973038472805404,2.758681061090506e-09,27.58681061090506,4.47213595499958
20.0,2.4141673561018884,2414167356.101888,0.0009162079230975161,1.93363667838542e-09,19.3363667838542,3.1622776601683795
50.0,1.7,1700000000.0,0.00019999999999999985,1.2088326550782666e-09,12.088326550782666,2.0
100.0,1.3038404810405295,1303840481.0405295,6.32455532033675e-05,8.473046024992008e-10,8.473046024992009,1.4142135623730951
200.0,1.0,1000000000.0,1.9999999999999998e-05,5.938994834399529e-10,5.938994834399529,1.0
500.0,0.5935310240388879,593531024.0388879,5.391462064147028e-06,7.657010310020288e-10,7.657010310020288,0.6324555320336759
1000.0,0.4,400000000.0,2.000000000000001e-06,9.27967942874927e-10,9.27967942874927,0.4472135954999579
3000.0,0.2140048798032052,214004879.8032052,4.1535916830788894e-07,1.2584493011804803e-09,12.584493011804803,0.2581988897471611
10000.0,0.10782924128294048,107829241.28294048,7.419137800486094e-08,1.7572224425272324e-09,17.572224425272324,0.1414213562373095
