model,t0_s,n_over_p_initial,p_over_n_initial,t_s,T9,T_K,rho_g_cm3,eta,eta10,baryon_sum,Y_n,X_n,Y_H1,X_H1,Y_H2,X_H2,Y_H3,X_H3,Y_He3,X_He3,Y_He4,X_He4,Y_Li6,X_Li6,Y_Li7,X_Li7,Y_Be7,X_Be7,D/H,T/H,He3/H,Li7/H,Be7/H,Li7_plus_Be7_over_H
pynucastro,50.0,0.14285714285714285,7.0,136.889209651098,1.1913514073387772,1191351407.3387773,3.606199511617042e-05,6.333052022695536e-10,6.3330520226955365,0.999999999999999,1.7738279463880663e-12,1.7738279463880663e-12,0.7500996129249966,0.7500996129249966,6.263480061412936e-08,1.2526960122825872e-07,2.944717697225394e-11,8.834153091676181e-11,3.9823554057420975e-06,1.1947066217226292e-05,0.06247197499792409,0.24988789999169636,8.918271700428008e-17,5.350963020256805e-16,2.4424527691654e-15,1.70971693841578e-14,5.923676493526292e-08,4.146573545468404e-07,8.350197698394532e-08,3.9257688532094196e-11,5.3091020674080764e-06,3.256171216568304e-15,7.897186442247381e-08,7.897186767864503e-08
pynucastro,50.0,0.14285714285714285,7.0,137.4771401739033,1.1891768551456863,1189176855.1456864,3.5814779733421635e-05,6.324204319407634e-10,6.3242043194076345,0.9999999999999991,1.7152280030480026e-12,1.7152280030480026e-12,0.7500996131925144,0.7500996131925144,6.167012667417383e-08,1.2334025334834766e-07,2.8597004496770127e-11,8.579101349031038e-11,3.9819745605360204e-06,1.1945923681608061e-05,0.06247197550293115,0.2498879020117246,8.75017742766283e-17,5.250106456597698e-16,2.374603008585448e-15,1.6622221060098135e-14,5.934918595910712e-08,4.1544430171374983e-07,8.221591584576126e-08,3.812427575459988e-11,5.308594339341487e-06,3.1657168818936613e-15,7.912173918675924e-08,7.912174235247613e-08
pynucastro,50.0,0.14285714285714285,7.0,138.06759582122754,1.1870024011615647,1187002401.1615648,3.5569420478730675e-05,6.315459418988401e-10,6.315459418988401,0.999999999999999,1.6588084237577845e-12,1.6588084237577845e-12,0.750099613456515,0.750099613456515,6.072481439086489e-08,1.2144962878172977e-07,2.7775279259393754e-11,8.332583777818126e-11,3.98159820903413e-06,1.194479462710239e-05,0.06247197599740028,0.24988790398960112,8.585810699821891e-17,5.151486419893135e-16,2.3089661477450845e-15,1.616276303421559e-14,5.9460660801059774e-08,4.1622462560741844e-07,8.09556668227576e-08,3.702878759182823e-11,5.308092602110043e-06,3.078212688452399e-15,7.927035254299174e-08,7.927035562120443e-08
pynucastro,50.0,0.14285714285714285,7.0,138.66058743832096,1.1848280503776891,1184828050.3776891,3.532590288942945e-05,6.306817156998801e-10,6.306817156998801,0.9999999999999991,1.6044796231118013e-12,1.6044796231118013e-12,0.7500996137170576,0.7500996137170576,5.979840650521874e-08,1.1959681301043748e-07,2.698093786461147e-11,8.09428135938344e-11,3.981226284539697e-06,1.1943678853619091e-05,0.06247197648158436,0.24988790592633744,8.42507740874883e-17,5.055046445249298e-16,2.2454611082621834e-15,1.5718227757835282e-14,5.957119626653018e-08,4.1699837386571126e-07,7.972062031720374e-08,3.596980637132931e-11,5.307596766796152e-06,2.993550546086784e-15,7.94177135638425e-08,7.941771655739304e-08
pynucastro,50.0,0.14285714285714285,7.0,139.2561259170141,1.1826538078246835,1182653807.8246834,3.50842126171848e-05,6.298277372701466e-10,6.298277372701466,0.9999999999999991,1.552155676049416e-12,1.552155676049416e-12,0.7500996139741996,0.7500996139741996,5.8890456328997887e-08,1.1778091265799577e-07,2.6212955847470253e-11,7.863886754241076e-11,3.9808587214719066e-06,1.194257616441572e-05,0.062471976955730396,0.24988790782292158,8.267885754692023e-17,4.960731452815214e-16,2.1840097810269267e-15,1.5288068467188487e-14,5.968079914793432e-08,4.1776559403554025e-07,7.851018082382787e-08,3.494596632117701e-11,5.307106745969919e-06,2.9116263231433257e-15,7.95638313046607e-08,7.956383421628702e-08
pynucastro,50.0,0.14285714285714285,7.0,139.85422219591663,1.1804796785723826,1180479678.5723825,3.4844335427102266e-05,6.289839909068639e-10,6.289839909068639,0.9999999999999991,1.5017550566038063e-12,1.5017550566038063e-12,0.7500996142279972,0.7500996142279972,5.800053093494487e-08,1.1600106186988974e-07,2.5470355481074594e-11,7.641106644322379e-11,3.9804954558529626e-06,1.1941486367558888e-05,0.06247197742007778,0.24988790968031113,8.114147102450631e-17,4.868488261470379e-16,2.1245374370042006e-15,1.4871762059029403e-14,5.978947616732465e-08,4.185263331712725e-07,7.732377118289687e-08,3.395596397858262e-11,5.306622454338535e-06,2.8323403941365512e-15,7.970871472698997e-08,7.970871755933037e-08
pynucastro,50.0,0.14285714285714285,7.0,140.45488726061944,1.1783056677296824,1178305667.7296824,3.460625719683554e-05,6.28150461279029e-10,6.28150461279029,0.999999999999999,1.4532003247082162e-12,1.4532003247082162e-12,0.7500996144785052,0.7500996144785052,5.712821148141273e-08,1.1425642296282546e-07,2.475220549081784e-11,7.425661647245352e-11,3.980136425374868e-06,1.1940409276124602e-05,0.06247197787485809,0.24988791149943235,7.963775300894907e-17,4.778265180536944e-16,2.0669730844165194e-15,1.4468811590915635e-14,5.989723396420207e-08,4.192806377494145e-07,7.61608330129995e-08,3.299855780892038e-11,5.306143808835303e-06,2.755598115929642e-15,7.985237268231989e-08,7.985237543791801e-08
pynucastro,50.0,0.14285714285714285,7.0,141.05813214389528,1.176131780444403,1176131780.444403,3.4369963915703884e-05,6.273271334282463e-10,6.273271334282463,0.9999999999999991,1.4064178338289873e-12,1.4064178338289873e-12,0.7500996147257767,0.7500996147257767,5.627309215931132e-08,1.1254618431862264e-07,2.4057617620665385e-11,7.217285286199615e-11,3.979781569255166e-06,1.1939344707765497e-05,0.0624719783202957,0.2498879132811828,7.816687066195204e-17,4.690012239717122e-16,2.011248977048699e-15,1.4078742839340892e-14,6.00040791093426e-08,4.200285537653982e-07,7.502082530716107e-08,3.2072563628046165e-11,5.3056707284273235e-06,2.681309172227713e-15,7.999481393051914e-08,7.999481661182831e-08
pynucastro,50.0,0.14285714285714285,7.0,141.66396792590245,1.173958021903137,1173958021.903137,3.413544168381507e-05,6.265139927695791e-10,6.265139927695791,0.9999999999999992,1.3613360430503537e-12,1.3613360430503537e-12,0.7500996149698643,0.7500996149698643,5.543477403956248e-08,1.1086954807912496e-07,2.33857284280881e-11,7.01571852842643e-11,3.979430827366625e-06,1.1938292482099876e-05,0.06247197875661114,0.24988791502644456,7.672800794312863e-17,4.603680476587717e-16,1.9572991244199477e-15,1.3701093870939634e-14,6.011001819336482e-08,4.207701273535538e-07,7.390321623053974e-08,3.11768303320988e-11,5.3052031329552155e-06,2.609385587404392e-15,8.013604725790958e-08,8.013604986729517e-08
pynucastro,50.0,0.14285714285714285,7.0,142.2724057343874,1.171784397331108,1171784397.3311079,3.3902676711195884e-05,6.257110250924247e-10,6.2571102509242476,0.999999999999999,1.3178864102275035e-12,1.3178864102275035e-12,0.7500996152108198,0.7500996152108198,5.461286804602187e-08,1.0922573609204375e-07,2.2735707117924988e-11,6.820712135377496e-11,3.979084140681159e-06,1.1937252422043477e-05,0.06247197918401949,0.24988791673607796,7.532037131584276e-17,4.519222278950566e-16,1.90505977898198e-15,1.3335418452873861e-14,6.021505777662288e-08,4.2150540443636016e-07,7.280748708379568e-08,3.031025034126299e-11,5.30474094372494e-06,2.5397423760130206e-15,8.027608141046585e-08,8.027608395020822e-08
pynucastro,50.0,0.14285714285714285,7.0,142.88345674489,1.1696109119920215,1169610911.9920216,3.367165531692873e-05,6.249182165614089e-10,6.249182165614089,0.999999999999999,1.2760035736540797e-12,1.2760035736540797e-12,0.7500996154486933,0.7500996154486933,5.380699559267819e-08,1.0761399118535639e-07,2.2106756870199946e-11,6.632027061059983e-11,3.978741451374074e-06,1.193622435412222e-05,0.06247197960273002,0.2498879184109201,7.394318885967954e-17,4.4365913315807724e-16,1.8544698095648166e-15,1.2981288666953716e-14,6.031920437575594e-08,4.2223443063029153e-07,7.173313315257736e-08,2.94717613699564e-11,5.304284083646779e-06,2.4722980406482586e-15,8.041492507588382e-08,8.041492754818185e-08
pynucastro,50.0,0.14285714285714285,7.0,143.49713218094786,1.1674375711879201,1167437571.18792,3.3442363928295115e-05,6.24135553717302e-10,6.24135553717302,0.999999999999999,1.2356250617514702e-12,1.2356250617514702e-12,0.7500996156835344,0.7500996156835344,5.301678806566614e-08,1.0603357613133228e-07,2.1498112691325395e-11,6.449433807397618e-11,3.978402702766385e-06,1.1935208108299155e-05,0.06247198001294645,0.2498879200517858,7.259571048910319e-17,4.355742629346191e-16,1.8054706095173497e-15,1.2638294266621447e-14,6.042246446595833e-08,4.229572512617083e-07,7.067966301696362e-08,2.866034356214816e-11,5.303832477158427e-06,2.406974449483086e-15,8.055258688660687e-08,8.055258929358131e-08
pynucastro,50.0,0.14285714285714285,7.0,144.11344331430348,1.1652643802590332,1165264380.2590332,3.321478907992544e-05,6.233630234779556e-10,6.233630234779556,0.9999999999999991,1.196691337507758e-12,1.196691337507758e-12,0.7500996159153916,0.7500996159153916,5.224188711332679e-08,1.0448377422665357e-07,2.090904200205211e-11,6.272712600615633e-11,3.978067839367675e-06,1.1934203518103025e-05,0.06247198041486682,0.24988792165946727,7.12772076711588e-17,4.2766324602695277e-16,1.75800599540558e-15,1.230604196783906e-14,6.052484447639503e-08,4.236739113347652e-07,6.964659893815953e-08,2.7875020275187783e-11,5.303386050282135e-06,2.3436967012177173e-15,8.068907541371411e-08,8.068907775741082e-08
pynucastro,50.0,0.14285714285714285,7.0,144.7324014651103,1.1630913445836304,1163091344.5836303,3.2988917412955536e-05,6.226006131392618e-10,6.2260061313926185,0.9999999999999993,1.1591454110159788e-12,1.1591454110159788e-12,0.7500996161443119,0.7500996161443119,5.1481943758671095e-08,1.0296388751734219e-07,2.0338841094551575e-11,6.101652328365472e-11,3.977736806777938e-06,1.1933210420333814e-05,0.06247198080868397,0.24988792323473588,6.998697116152605e-17,4.199218269691563e-16,1.7120219694903292e-15,1.1984153786432304e-14,6.062635079367373e-08,4.243844555557161e-07,6.863347567527147e-08,2.7114853356542155e-11,5.30294473049385e-06,2.282392808425265e-15,8.082439917154924e-08,8.082440145394205e-08
pynucastro,50.0,0.14285714285714285,7.0,145.35401800214163,1.1609184695778683,1160918469.5778682,3.2764735674189136e-05,6.218483103761341e-10,6.218483103761341,0.9999999999999993,1.1229326695601875e-12,1.1229326695601875e-12,0.7500996163703414,0.7500996163703414,5.073661791810807e-08,1.0147323583621614e-07,1.978683351878171e-11,5.936050055634513e-11,3.977409551622047e-06,1.1932228654866143e-05,0.062471981194585816,0.24988792477834326,6.872431203554417e-17,4.1234587221326507e-16,1.6674665894841736e-15,1.1672266126389215e-14,6.072698976792968e-08,4.2508892837550774e-07,6.763983984369648e-08,2.6378940992568774e-11,5.3025084466358515e-06,2.2229935239173713e-15,8.09585666258325e-08,8.095856884882602e-08
pynucastro,50.0,0.14285714285714285,7.0,145.97830434299834,1.1587457606956457,1158745760.6956458,3.254223071526757e-05,6.211061032435105e-10,6.211061032435104,0.9999999999999993,1.0880007957306123e-12,1.0880007957306123e-12,0.7500996165935256,0.7500996165935256,5.000557818553728e-08,1.0001115637107456e-07,1.9252369027868922e-11,5.775710708360677e-11,3.977086021531098e-06,1.1931258064593293e-05,0.062471981572755436,0.24988792629102174,6.748855882332308e-17,4.0493135293993847e-16,1.6242898676918027e-15,1.137002907384262e-14,6.082676771199564e-08,4.257873739839695e-07,6.666524962728384e-08,2.5666416302545134e-11,5.302077128891876e-06,2.165432206282536e-15,8.109158619255406e-08,8.109158835798627e-08
pynucastro,50.0,0.14285714285714285,7.0,146.6052719543198,1.1565732234284467,1156573223.4284468,3.232138949184474e-05,6.20373980177378e-10,6.2037398017737795,0.999999999999999,1.0542997968643172e-12,1.0542997968643172e-12,0.7500996168139089,0.7500996168139089,4.928850211724004e-08,9.857700423448008e-08,1.8734824076919198e-11,5.6204472230757593e-11,3.9767661651886e-06,1.19302984955658e-05,0.06247198194337096,0.24988792777348384,6.627905945889352e-17,3.976743567533611e-16,1.5824438373844445e-15,1.1077106861691112e-14,6.092569089550069e-08,4.264798362685048e-07,6.570927515813936e-08,2.497644800366175e-11,5.301650708848702e-06,2.109644908373591e-15,8.122346623010694e-08,8.122346833975184e-08
pynucastro,50.0,0.14285714285714285,7.0,147.23493235199325,1.1544008633051939,1154400863.305194,3.21021990627695e-05,6.196519299958212e-10,6.196519299958212,0.999999999999999,1.0217816984928326e-12,1.0217816984928326e-12,0.7500996170315349,0.7500996170315349,4.858507521111409e-08,9.717015042222818e-08,1.8233598364910263e-11,5.470079509473079e-11,3.9764499322025536e-06,1.1929349796607662e-05,0.06247198230660612,0.24988792922642447,6.509517912222777e-17,3.9057107473336665e-16,1.5418823063152324e-15,1.0793176144206626e-14,6.102376555382613e-08,4.2716635887678287e-07,6.47714971557858e-08,2.430823580082391e-11,5.3012291193256e-06,2.0555700487051578e-15,8.135421505122649e-08,8.135421710679654e-08
pynucastro,50.0,0.14285714285714285,7.0,147.8672971013666,1.1522286858920907,1152228685.8920908,3.188464658927323e-05,6.189399419000933e-10,6.189399419000933,0.9999999999999991,9.904006960053238e-13,9.904006960053238e-13,0.7500996172464461,0.7500996172464461,4.7894991343602376e-08,9.578998268720475e-08,1.7748115957704606e-11,5.324434787311382e-11,3.976137273171678e-06,1.1928411819515035e-05,0.062471982662629974,0.2498879306505199,6.393630082083907e-17,3.836178049250344e-16,1.502560850845139e-15,1.0517925955915972e-14,6.11209978806182e-08,4.278469851643274e-07,6.385150750965711e-08,2.3661011883803482e-11,5.300812294462635e-06,2.003148403622596e-15,8.148384091300879e-08,8.148384291615719e-08
pynucastro,50.0,0.14285714285714285,7.0,148.50237781745952,1.150056696792474,1150056696.7924738,3.166871933416465e-05,6.182380054757104e-10,6.182380054757104,0.999999999999999,9.601127533298828e-13,9.601127533298828e-13,0.7500996174586845,0.7500996174586845,4.721795163481593e-08,9.443590326963186e-08,1.7277821399376577e-11,5.183346419812973e-11,3.975828139542459e-06,1.1927484418627378e-05,0.062471983011607564,0.24988793204643026,6.280182287790904e-17,3.7681093726745424e-16,1.4644366237353678e-15,1.0251056366147575e-14,6.121739403791072e-08,4.2852175826537505e-07,6.294890776612974e-08,2.3034035743030146e-11,5.30040016953008e-06,1.952322851059218e-15,8.161235203040558e-08,8.161235398272843e-08
pynucastro,50.0,0.14285714285714285,7.0,149.14018616517797,1.1478849016466537,1147884901.6466537,3.145440466102983e-05,6.175461106935684e-10,6.175461106935685,0.999999999999999,9.308757151887014e-13,9.308757151887014e-13,0.7500996176682906,0.7500996176682906,4.655366494827698e-08,9.310732989655396e-08,1.682218112168427e-11,5.046654336505281e-11,3.975522483681878e-06,1.1926567451045636e-05,0.06247198335369967,0.24988793341479867,6.16911595497436e-17,3.701469572984616e-16,1.4274685775674016e-15,9.992280042971811e-15,6.13129601483553e-08,4.291907210384871e-07,6.206330979475844e-08,2.2426596048637612e-11,5.299992681025383e-06,1.9030386683901196e-15,8.173975656586608e-08,8.173975846890475e-08
pynucastro,50.0,0.14285714285714285,7.0,149.78073385952788,1.145713306131762,1145713306.131762,3.1241690033438986e-05,6.168642479110855e-10,6.168642479110855,0.999999999999999,9.026491887269874e-13,9.026491887269874e-13,0.7500996178753049,0.7500996178753049,4.59018474921407e-08,9.18036949842814e-08,1.6380681931517347e-11,4.914204579455204e-11,3.975220258831194e-06,1.1925660776493582e-05,0.062471983689062954,0.24988793475625182,6.060374137298025e-17,3.636224482378815e-16,1.39161704925127e-15,9.74131934475889e-15,6.140770229750486e-08,4.29853916082534e-07,6.119433525664231e-08,2.183800863399512e-11,5.299589766611543e-06,1.855242978516768e-15,8.186606263238113e-08,8.18660644876241e-08
pynucastro,50.0,0.14285714285714285,7.0,150.42403266583017,1.1435419159615967,1143541915.9615967,3.103056301415913e-05,6.161924078733676e-10,6.1619240787336755,0.9999999999999991,8.753944357710594e-13,8.753944357710594e-13,0.7500996180797666,0.7500996180797666,4.5262222578043225e-08,9.052444515608645e-08,1.5952830040159692e-11,4.7858490120479073e-11,3.974921419081342e-06,1.1924764257244026e-05,0.06247198401785015,0.2498879360714006,5.953901387355927e-17,3.572340832413556e-16,1.3568438586511268e-15,9.497907010557887e-15,6.150162653401153e-08,4.3051138573808074e-07,6.034161528293164e-08,2.1267615201562797e-11,5.299191365084316e-06,1.808884881350304e-15,8.199127829374708e-08,8.199128010263196e-08
pynucastro,50.0,0.14285714285714285,7.0,151.070094399937,1.1413707368864652,1141370736.886465,3.082101126437282e-05,6.155305817143974e-10,6.155305817143974,0.9999999999999991,8.490744735884046e-13,8.490744735884046e-13,0.7500996182817141,0.7500996182817141,4.463452094835875e-08,8.92690418967175e-08,1.553815195169904e-11,4.661445585509712e-11,3.974625919420808e-06,1.1923877758262424e-05,0.062471984340209896,0.24988793736083958,5.849643783396794e-17,3.5097862700380766e-16,1.3231124366309864e-15,9.261787056416905e-15,6.159473886450939e-08,4.311631720515657e-07,5.9504790911112566e-08,2.071478450728046e-11,5.298797416436042e-06,1.7639156245165112e-15,8.211541155774368e-08,8.21154133216593e-08
pynucastro,50.0,0.14285714285714285,7.0,151.71893092844923,1.1391997746930254,1139199774.6930254,3.0613022542902617e-05,6.148787609582505e-10,6.148787609582505,0.9999999999999992,8.236538336296723e-13,8.236538336296723e-13,0.7500996184811854,0.7500996184811854,4.401848004787959e-08,8.803696009575918e-08,1.5136191973005996e-11,4.540857591901799e-11,3.974333715646398e-06,1.1923001146939193e-05,0.062471984656287075,0.2498879386251483,5.747548873426758e-17,3.4485293240560553e-16,1.29038750735889e-15,9.03271255151223e-15,6.168704525923006e-08,4.318093168146104e-07,5.8683512114042876e-08,2.017890904098047e-11,5.298407861736681e-06,1.7202881798176204e-15,8.223847038362057e-08,8.223847210390875e-08
pynucastro,50.0,0.14285714285714285,7.0,152.370554168934,1.1370290352041292,1137029035.2041292,3.040658470544181e-05,6.142369375203331e-10,6.142369375203331,0.9999999999999992,7.990985431356932e-13,7.990985431356932e-13,0.7500996186782173,0.7500996186782173,4.3413843979802067e-08,8.682768795960413e-08,1.474651194997901e-11,4.423953584993703e-11,3.9740447643622884e-06,1.1922134293086866e-05,0.06247198496622288,0.24988793986489152,5.647565612037181e-17,3.388539367222309e-16,1.2586351344073254e-15,8.810445940851278e-15,6.177855165082957e-08,4.32449861555807e-07,5.787743774127424e-08,1.9659404674761028e-11,5.298022643132552e-06,1.6779573046913695e-15,8.23604626805333e-08,8.23604643584906e-08
pynucastro,50.0,0.14285714285714285,7.0,153.02497609014316,1.1348585242786653,1134858524.2786653,3.0201685703791102e-05,6.136051037086488e-10,6.136051037086488,0.999999999999999,7.753759920308585e-13,7.753759920308585e-13,0.7500996188728459,0.7500996188728459,4.2820363166584814e-08,8.564072633316963e-08,1.4368690085692832e-11,4.310607025707849e-11,3.97375902293986e-06,1.192127706881958e-05,0.062471985270155024,0.2498879410806201,5.549644201982963e-17,3.329786521189778e-16,1.227822655643548e-15,8.594758589504836e-15,6.186926393643353e-08,4.3308484755503466e-07,5.708623506692324e-08,1.9155709087393308e-11,5.297641703792782e-06,1.6368794554096205e-15,8.248139631026979e-08,8.248139794714924e-08
pynucastro,50.0,0.14285714285714285,7.0,153.68220871223426,1.1326882478113958,1132688247.811396,2.9998313585100693e-05,6.129832522250873e-10,6.129832522250873,0.9999999999999992,7.524548807319957e-13,7.524548807319957e-13,0.7500996190651072,0.7500996190651072,4.22377941205096e-08,8.44755882410192e-08,1.400231998318802e-11,4.200695994956406e-11,3.973476449496243e-06,1.1920429348488729e-05,0.062471985568217814,0.24988794227287126,5.4537361866864423e-17,3.2722417120118653e-16,1.1979185635660396e-15,8.385429944962278e-15,6.195918797726638e-08,4.3371431584086466e-07,5.630957948379312e-08,1.8667280488210252e-11,5.2972649878807e-06,1.5970126275481584e-15,8.260127908675612e-08,8.260128068376875e-08
pynucastro,50.0,0.14285714285714285,7.0,154.34226410698997,1.1305182117328005,1130518211.7328005,2.9796456491118734e-05,6.123713761667417e-10,6.1237137616674175,0.9999999999999991,7.303052619546582e-13,7.303052619546582e-13,0.7500996192550358,0.7500996192550358,4.166589975286024e-08,8.333179950572049e-08,1.3647011717869965e-11,4.0941035153609895e-11,3.973197002933347e-06,1.1919591008800041e-05,0.06247198586054201,0.24988794344216805,5.359794442597551e-17,3.215876665558531e-16,1.1688926245743307e-15,8.182248372020316e-15,6.204832959558027e-08,4.343383071690619e-07,5.55471549155576e-08,1.8193599046782008e-11,5.296892440605879e-06,1.5583165149919963e-15,8.272011877196232e-08,8.272012033027883e-08
pynucastro,50.0,0.14285714285714285,7.0,155.00515439804127,1.1283484220089117,1128348422.0089116,2.9596102657445068e-05,6.117694690272501e-10,6.117694690272502,0.9999999999999991,7.088981994532941e-13,7.088981994532941e-13,0.7500996194426659,0.7500996194426659,4.1104448145088094e-08,8.220889629017619e-08,1.330238761052329e-11,3.990716283156987e-11,3.9729206427893346e-06,1.1918761928368004e-05,0.06247198614725553,0.2498879445890221,5.26777291645958e-17,3.160663749875748e-16,1.1407155469347892e-15,7.985008828543525e-15,6.213669458361832e-08,4.3495686208532827e-07,5.47986521785323e-08,1.7734161257683538e-11,5.296524008026118e-06,1.5207520672818848e-15,8.283792308785161e-08,8.283792460860367e-08
pynucastro,50.0,0.14285714285714285,7.0,155.67089176108863,1.1261788846411558,1126178884.6411557,2.939724041279118e-05,6.111775246981654e-10,6.111775246981654,0.999999999999999,6.8820618973696e-13,6.8820618973696e-13,0.7500996196280312,0.7500996196280312,4.0553213891728624e-08,8.110642778345725e-08,1.2968086671500741e-11,3.890426001450223e-11,3.972647329410567e-06,1.1917941988231702e-05,0.06247198642848261,0.24988794571393044,5.177626971939964e-17,3.106576183163978e-16,1.1133592442936277e-15,7.793514710055394e-15,6.222428869061852e-08,4.3557002083432967e-07,5.406377077199247e-08,1.7288485865292824e-11,5.296159637276677e-06,1.4842818409183226e-15,8.295469969905475e-08,8.29547011833366e-08
pynucastro,50.0,0.14285714285714285,7.0,156.339488424127,1.1240096056661888,1124009605.6661887,2.919985817824535e-05,6.105955374703495e-10,6.105955374703495,0.9999999999999992,6.682026219775768e-13,6.682026219775768e-13,0.7500996198111646,0.7500996198111646,4.0011976464293434e-08,8.002395292858687e-08,1.2643759129422704e-11,3.793127738826811e-11,3.972377023748832e-06,1.1917131071246495e-05,0.06247198670434487,0.24988794681737947,5.0893129872399564e-17,3.053587792343974e-16,1.0867965032025192e-15,7.607575522417634e-15,6.231111763608025e-08,4.3617782345256173e-07,5.334221669698531e-08,1.685610656969235e-11,5.2957992762999484e-06,1.4488695561212483e-15,8.307045623055627e-08,8.307045767942582e-08
pynucastro,50.0,0.14285714285714285,7.0,157.01095666766926,1.121840591155734,1121840591.155734,2.9003944466543886e-05,6.100235020353977e-10,6.100235020353978,0.9999999999999991,6.488621072836808e-13,6.488621072836808e-13,0.7500996199920984,0.7500996199920984,3.9480521198287274e-08,7.896104239657455e-08,1.2329069630071636e-11,3.6987208890214907e-11,3.972109687489365e-06,1.1916329062468096e-05,0.0624719869749606,0.2498879478998424,5.0027885366341915e-17,3.001673121980515e-16,1.0610012314006494e-15,7.427008619804546e-15,6.239718709980214e-08,4.3678030969861497e-07,5.263370377217784e-08,1.6436576291295163e-11,5.295442874016131e-06,1.4144804278288077e-15,8.318520025441345e-08,8.318520166889387e-08
pynucastro,50.0,0.14285714285714285,7.0,157.68530882497288,1.1196718472164175,1119671847.2164176,2.880948788134761e-05,6.09461413487087e-10,6.094614134870871,0.999999999999999,6.301602651341406e-13,6.301602651341406e-13,0.7500996201708641,0.7500996201708641,3.8958638598743737e-08,7.791727719748747e-08,1.202369495424771e-11,3.6071084862743127e-11,3.971845282966354e-06,1.1915535848899063e-05,0.062471987240445254,0.24988794896178101,4.918012274289177e-17,2.9508073645735063e-16,1.0359482564925695e-15,7.251637795447986e-15,6.248250272687216e-08,4.3737751908810515e-07,5.193795270802751e-08,1.602946412838984e-11,5.295090380210582e-06,1.3810808973034707e-15,8.329893929640888e-08,8.329894067748978e-08
pynucastro,50.0,0.14285714285714285,7.0,158.3625572822653,1.117503379989604,1117503379.989604,2.8616477116524263e-05,6.089092673228563e-10,6.089092673228563,0.9999999999999992,6.120736837249564e-13,6.120736837249564e-13,0.750099620347493,0.750099620347493,3.84461242819621e-08,7.68922485639242e-08,1.1727323765251956e-11,3.5181971295755864e-11,3.9715837731584796e-06,1.191475131947544e-05,0.062471987500911444,0.24988795000364578,4.834943925936239e-17,2.9009663555617434e-16,1.0116133276059112e-15,7.081293293241378e-15,6.256707012713987e-08,4.3796949088997905e-07,5.125469102910818e-08,1.563435502049598e-11,5.294741745527872e-06,1.3486386343420208e-15,8.341168083534676e-08,8.34116821839854e-08
pynucastro,50.0,0.14285714285714285,7.0,159.04271447897258,1.1153351956512296,1115335195.6512296,2.842490095543601e-05,6.083670594453097e-10,6.083670594453097,0.9999999999999991,5.945799208903163e-13,5.945799208903163e-13,0.7500996205220155,0.7500996205220155,3.794277895528909e-08,7.588555791057818e-08,1.1439656537059873e-11,3.431896961117962e-11,3.971325121689171e-06,1.1913975365067514e-05,0.06247198775646895,0.2498879510258758,4.753544261635733e-17,2.8521265569814394e-16,9.879731318709966e-16,6.915811923096977e-15,6.265089487436887e-08,4.3855626412058205e-07,5.058365304715611e-08,1.52508496526084e-11,5.294396921472129e-06,1.3171225592454482e-15,8.352343230192323e-08,8.352343361904579e-08
