model,t0_s,t_s,T9,rho_g_cm3,eta10,D/H,He3/H,X_He4,Li7/H,Be7/H,Li7_plus_Be7_over_H,baryon_sum
pynucastro,50.0,1000.0,0.4,2e-06,9.279679428749263,5.587486125826898e-09,5.262808101674802e-06,0.2498880158602559,4.70511036192935e-17,9.465001587276841e-08,9.465001591981953e-08,1.0000000000000029
