n_nuclei,n_rates,n_edges_for_plot,with_reverse,canon_n,canon_p,canon_d,canon_t,canon_he3,canon_he4,canon_li7,canon_be7
8,34,34,False,n,H1,H2,H3,He3,He4,Li7,Be7
